object_id,label
257348012.0,0
257350044.0,0
696824105.0,0
2384789783.0,0
486223197.0,0
2638988934.0,0
2863854441.0,0
4394445762.0,0
455112239.0,0
1713093648.0,0
3344490695.0,1
15052364.0,0
251645287.0,0
4536478870.0,0
4536478871.0,0
4536478872.0,0
367488137.0,0
4556522444.0,1
78092221.0,0
236526966.0,1
4571617260.0,0
4437079087.0,0
3260577649.0,0
3392716879.0,0
4077182290.0,0
3204888580.0,0
4360296157.0,0
3575123993.0,0
4422958583.0,0
3782109652.0,0
4307792288.0,1
25395844.0,0
78095818.0,0
78096239.0,0
225625.0,0
225635.0,0
421231.0,0
443850.0,0
447057.0,0
447758.0,0
452253.0,0
454406.0,0
454409.0,0
548598.0,0
548600.0,0
548640.0,0
548706.0,0
911601.0,0
911665.0,0
1106386.0,0
1986208.0,0
2403848.0,0
2525338.0,0
2634122.0,0
2633683.0,0
2634132.0,0
2634131.0,0
2639156.0,0
2639410.0,0
2653525.0,0
3404673.0,0
3424544.0,0
3424545.0,0
3424546.0,0
3424547.0,0
3424550.0,0
3424552.0,0
3424559.0,0
3424872.0,0
3424873.0,0
3424874.0,0
3424875.0,0
3424877.0,0
3424878.0,0
3424880.0,0
3424882.0,0
3424886.0,0
3424887.0,0
3424888.0,0
3424889.0,0
3424890.0,0
3425633.0,0
3425634.0,0
3425635.0,0
3425636.0,0
3425637.0,0
3425638.0,0
3425868.0,0
3425871.0,0
3425872.0,0
3425873.0,0
3426336.0,0
3426345.0,0
3426339.0,0
3426349.0,0
3426353.0,0
3426363.0,0
3426356.0,0
3426365.0,0
3426366.0,0
3426367.0,0
3426615.0,0
3426368.0,0
3437957.0,0
3542536.0,0
3614760.0,0
3614761.0,0
3542537.0,0
3662823.0,0
3614762.0,0
3812218.0,0
3817069.0,0
3817068.0,0
3817071.0,0
3817164.0,0
3817191.0,0
3829142.0,0
3817219.0,0
3904016.0,0
3907473.0,0
3905464.0,0
3905468.0,0
3988760.0,0
4286736.0,0
4286865.0,0
4286939.0,0
4287100.0,0
4578023.0,0
4722292.0,0
4722293.0,0
5587855.0,0
5962783.0,0
6458517.0,0
5979753.0,0
6553940.0,0
6618922.0,0
4510710980.0,0
4510710981.0,0
4510710982.0,0
4510710983.0,0
454517749.0,1
6721862.0,0
4505472648.0,0
4505472649.0,0
4505472650.0,0
4505472651.0,0
4505472652.0,0
453872574.0,1
4170060450.0,1
4170060451.0,1
4170060452.0,1
4170060453.0,1
423974854.0,1
416174688.0,1
4516496942.0,0
4517374724.0,1
4523068578.0,1
4523068579.0,1
455898948.0,1
3872938035.0,0
4568937741.0,0
4568937742.0,0
4568937743.0,0
4568937744.0,0
4568937745.0,0
4568937746.0,0
4568937747.0,0
4568937748.0,0
4568937749.0,0
4568937750.0,0
4568937751.0,0
4568937752.0,0
4568937753.0,0
4568937754.0,0
4568937755.0,0
4568937756.0,0
4568937757.0,0
4568937758.0,0
461389232.0,0
294095100.0,0
294095101.0,0
294095103.0,0
294095104.0,0
294095105.0,0
294095107.0,0
294095108.0,0
294095109.0,0
294095110.0,0
294095111.0,0
2131499634.0,0
2131499637.0,0
2131499664.0,0
2131499671.0,0
4173412088.0,0
4173413493.0,0
4173413494.0,0
4173413497.0,0
4173413498.0,0
4173413499.0,0
4173413500.0,0
4173413501.0,0
4173413560.0,0
4173413564.0,0
4173434593.0,0
4230779871.0,0
4230779872.0,0
4230779873.0,0
4230779875.0,0
4230779876.0,0
294095029.0,0
294095031.0,0
294095035.0,0
294095040.0,0
294095043.0,0
294095102.0,0
294095112.0,0
294095113.0,0
294095114.0,0
360101194.0,0
360104142.0,0
360105581.0,0
360106050.0,0
360107355.0,0
360107757.0,0
360109464.0,0
360111292.0,0
360115937.0,0
360118143.0,0
360118382.0,0
360107991.0,0
416591424.0,0
416593590.0,0
416591418.0,0
26809279.0,0
26809280.0,0
32095374.0,0
4814073.0,0
196471991.0,0
4173413495.0,1
4173413496.0,1
4173413502.0,1
4173413503.0,1
4173413504.0,1
4173434598.0,1
4173434599.0,1
4173434600.0,1
4173434601.0,1
4230779874.0,1
360113035.0,1
462232639.0,0
136332814.0,1
4584406719.0,0
4584406720.0,0
4584406721.0,0
4584406722.0,0
4584406723.0,0
4584406724.0,0
4584406725.0,0
4584406726.0,0
4584406727.0,0
4584406728.0,0
4584406729.0,0
4584406730.0,0
4584406731.0,0
4584406732.0,0
4584406733.0,0
4584406734.0,0
4584406735.0,0
4584406736.0,0
4584406737.0,0
4584406738.0,0
4584406739.0,0
4584406740.0,0
4584406741.0,0
4584406742.0,0
4584406743.0,0
4584406744.0,0
4584406745.0,0
4584406746.0,0
4584406747.0,0
4584406748.0,0
4584406749.0,0
4584406750.0,0
4584406751.0,0
4584406752.0,0
4584406753.0,0
4584406754.0,0
4584406755.0,0
4584406756.0,0
4584406757.0,0
4584406758.0,0
4584406759.0,0
4584406760.0,0
4584406761.0,0
4584406762.0,0
4584406763.0,0
4584406764.0,0
4584406765.0,0
4584406766.0,0
4584406767.0,0
4584406768.0,0
4584406769.0,0
4584406770.0,0
4584406771.0,0
4584406772.0,0
4584406773.0,0
4584406774.0,0
4584406775.0,0
4584406776.0,0
4584406777.0,0
4584406778.0,0
4584406779.0,0
4584406780.0,0
4584406781.0,0
4584406782.0,0
4584406783.0,0
4584406784.0,0
4584406785.0,0
4584406786.0,0
4584406787.0,0
4584406788.0,0
4584406989.0,0
4584406990.0,0
4584406991.0,0
4584406992.0,0
4584406993.0,0
4584406994.0,0
4584406995.0,0
4584406996.0,0
4584406997.0,0
4584406998.0,0
4584406999.0,0
4584407000.0,0
4584407001.0,0
4584407002.0,0
463131199.0,0
463131200.0,0
463131201.0,0
463131202.0,0
463131203.0,0
463131204.0,0
463131205.0,0
6839868.0,0
692147147.0,0
692147151.0,0
692147153.0,0
692147155.0,0
692147157.0,0
4573781098.0,0
692147149.0,0
692154113.0,0
533853856.0,0
828802388.0,0
828802390.0,0
2755725342.0,0
4580418846.0,0
461775515.0,1
461783911.0,0
461944316.0,0
461944307.0,0
462666439.0,0
462666447.0,0
462879901.0,0
55028429.0,0
190295228.0,0
461949310.0,0
4580392994.0,1
4580418843.0,1
4580418849.0,1
4505346728.0,0
4505346729.0,0
4505346730.0,0
4505346731.0,0
4505346732.0,0
4505346733.0,0
2507770581.0,0
2507770586.0,0
2507768044.0,0
2507768049.0,0
2507768050.0,0
243352628.0,0
2507768046.0,0
2507770584.0,1
2507770580.0,1
2507770582.0,1
2507770583.0,1
2507770585.0,1
2507770587.0,1
2507770588.0,1
2507768047.0,1
2507768048.0,1
423882548.0,1
4521218433.0,0
4521218434.0,0
4521218435.0,0
4521218436.0,0
4521218437.0,0
4521218438.0,0
102697696.0,0
102697698.0,0
102697704.0,0
102697722.0,0
102697729.0,0
102697741.0,0
102697757.0,0
102697765.0,0
102697766.0,0
102697706.0,0
102697733.0,0
102697743.0,0
102697750.0,0
102726053.0,0
141647498.0,0
146936859.0,0
273537390.0,0
4526740810.0,0
4526740811.0,0
4526740812.0,0
4526740813.0,0
4526740814.0,0
4526740815.0,0
4526740816.0,0
4526740817.0,0
4526740818.0,0
4526740819.0,0
4526740820.0,0
4526740821.0,0
4526740822.0,0
4526740823.0,0
4526740824.0,0
4526740825.0,0
4526740826.0,0
4526740827.0,0
4526740828.0,0
4526740829.0,0
4526740830.0,0
4526740831.0,0
4526740832.0,0
4526740833.0,0
4526740834.0,0
4526740835.0,0
4526740836.0,0
4526740837.0,0
4526740838.0,0
4526740839.0,0
4526740840.0,0
4526740841.0,0
4526740842.0,0
4526740843.0,0
4526740844.0,0
4526740845.0,0
4526740846.0,0
4526740847.0,0
4526740848.0,0
4526740849.0,0
4526740850.0,0
4526740851.0,0
4526740852.0,0
456411332.0,0
456411333.0,0
456411334.0,0
456411335.0,0
456411336.0,0
456411337.0,0
456411338.0,0
456411339.0,0
456411340.0,0
456411341.0,0
456411342.0,0
456411343.0,0
456411344.0,0
456411345.0,0
6746592.0,0
6740855.0,0
334260828.0,0
379036847.0,0
4533884599.0,0
4533884600.0,0
4533884601.0,0
4533884602.0,0
4533884603.0,0
4533884604.0,0
4533884605.0,0
4533884606.0,0
4533884607.0,0
4533884608.0,0
4533884609.0,0
4533884610.0,0
4533884611.0,0
4533884612.0,0
4533884613.0,0
4533884614.0,0
4533884615.0,0
4533884616.0,0
4533884617.0,0
4533884618.0,0
4533884619.0,0
4533884620.0,0
4533884621.0,0
4533884622.0,0
4533884623.0,0
4533884624.0,0
4533884625.0,0
4533884626.0,0
4533884627.0,0
4533884628.0,0
4533884629.0,0
4533884630.0,0
4533884631.0,0
4533884632.0,0
4533884633.0,0
4533884634.0,0
4533884635.0,0
4533884636.0,0
4533884637.0,0
4533884638.0,0
4533884639.0,0
4533884640.0,0
4533884641.0,0
4533884642.0,0
4533884643.0,0
4533884644.0,0
4533884645.0,0
4533884646.0,0
4533884647.0,0
4533884648.0,0
4533884649.0,0
4533884650.0,0
4533884651.0,0
4533884652.0,0
4533884653.0,0
4533884654.0,0
4533884655.0,0
4533884656.0,0
4533884657.0,0
4533884658.0,0
4533884659.0,0
4533884660.0,0
4533884661.0,0
4533884662.0,0
4533884663.0,0
4533884664.0,0
4533884665.0,0
4533884666.0,0
4533884667.0,0
4533884668.0,0
4533884669.0,0
4533884670.0,0
4533884671.0,0
4533884672.0,0
4533884673.0,0
4533884674.0,0
4533884675.0,0
4533884676.0,0
4533884677.0,0
4533884678.0,0
4533884679.0,0
4533884680.0,0
4533884681.0,0
4533884682.0,0
4533884683.0,0
4533884684.0,0
4533884685.0,0
4533884686.0,0
4533884687.0,0
4533884688.0,0
4533884689.0,0
4533884690.0,0
4533884691.0,0
4533884692.0,0
4533884693.0,0
4533884694.0,0
4533884695.0,0
4533884696.0,0
4533884697.0,0
4533884698.0,0
4533884699.0,0
4533884700.0,0
4533884701.0,0
4533884702.0,0
4533884703.0,0
4533884704.0,0
4533884705.0,0
4533884706.0,0
4533884707.0,0
4533884708.0,0
4533884709.0,0
4533884710.0,0
4533884711.0,0
4533884712.0,0
4533884713.0,0
4533884714.0,0
4533884715.0,0
4533884716.0,0
4533884717.0,0
4533884718.0,0
4533884719.0,0
4533884720.0,0
4533884721.0,0
4533884722.0,0
4533884723.0,0
4533884724.0,0
4533884725.0,0
4533884726.0,0
4533884727.0,0
4533884728.0,0
4533884729.0,0
4533884730.0,0
4533884731.0,0
4533884732.0,0
4533884733.0,0
4533884734.0,0
4533884735.0,0
4533884736.0,0
4533884737.0,0
4533884738.0,0
4533884739.0,0
4533884740.0,0
4533884741.0,0
4533884742.0,0
4533884743.0,0
4533884744.0,0
4533884745.0,0
4533884746.0,0
4533884747.0,0
4533884748.0,0
4533884749.0,0
4533884750.0,0
4533884751.0,0
4533884752.0,0
4533884753.0,0
4533884754.0,0
4533884755.0,0
4533884756.0,0
4533884757.0,0
4533884758.0,0
4533884759.0,0
4533884760.0,0
4533884761.0,0
4533884762.0,0
4533884763.0,0
4533884764.0,0
4533884765.0,0
4533884766.0,0
4533884767.0,0
4533884768.0,0
4533884769.0,0
4533884770.0,0
4533884771.0,0
4533884772.0,0
4533884773.0,0
4533884774.0,0
4533884775.0,0
4533884776.0,0
4533884777.0,0
4533884778.0,0
4533884779.0,0
4533884780.0,0
4533884781.0,0
4533884782.0,0
4533884783.0,0
4533884784.0,0
4533884785.0,0
4533884786.0,0
4533884787.0,0
4533884788.0,0
4533884789.0,0
4533884790.0,0
4533884791.0,0
4533884792.0,0
4533884793.0,0
4533884794.0,0
4533884795.0,0
4533884796.0,0
4533884797.0,0
4533884798.0,0
4533884799.0,0
4533884800.0,0
4533884801.0,0
4533884802.0,0
4533884803.0,0
4533884804.0,0
4533884805.0,0
4533884806.0,0
4533884807.0,0
4533884808.0,0
4533884809.0,0
4533884810.0,0
4533884811.0,0
4533884812.0,0
4533884813.0,0
4533884814.0,0
4533884815.0,0
4533884816.0,0
4533884817.0,0
4533884818.0,0
4533884819.0,0
4533884820.0,0
4533884821.0,0
4533884822.0,0
4533884823.0,0
4533884824.0,0
4533884825.0,0
4533884826.0,0
4533884827.0,0
4533884828.0,0
4533884829.0,0
4533884830.0,0
4533884831.0,0
4533884832.0,0
4533884833.0,0
4533884834.0,0
4533884835.0,0
4533884836.0,0
4533884837.0,0
4533884838.0,0
4533884839.0,0
4533884840.0,0
4533884841.0,0
4533884842.0,0
4533884843.0,0
4533884844.0,0
4533884845.0,0
4533884846.0,0
4533884847.0,0
4533884848.0,0
4533884849.0,0
4533884850.0,0
4533884851.0,0
4533884852.0,0
4533884853.0,0
4533884854.0,0
4533884855.0,0
4533884856.0,0
4533884857.0,0
4533884858.0,0
4533884859.0,0
4533884860.0,0
4533884861.0,0
4533884862.0,0
4533884863.0,0
4533884864.0,0
4533884865.0,0
4533884866.0,0
4533884867.0,0
4533884868.0,0
4533884869.0,0
4533884870.0,0
4533884871.0,0
4533884872.0,0
4533884873.0,0
4533884874.0,0
4533884875.0,0
4533884876.0,0
4533884877.0,0
4533884878.0,0
4533884879.0,0
4533884880.0,0
4533884881.0,0
4533884882.0,0
4533884883.0,0
4533884884.0,0
4533884885.0,0
4533884886.0,0
4533884887.0,0
4533884888.0,0
4533884889.0,0
4533884890.0,0
4533884891.0,0
4533884892.0,0
4533884893.0,0
4533884894.0,0
4533884895.0,0
4533884896.0,0
4533884897.0,0
4533884898.0,0
4533884899.0,0
4533884900.0,0
4533884901.0,0
4533884902.0,0
4533884903.0,0
4533884904.0,0
4533884905.0,0
4533884906.0,0
4533884907.0,0
4533884908.0,0
4533884909.0,0
4533884910.0,0
4533884911.0,0
4533884912.0,0
4533884913.0,0
4533884914.0,0
4533884915.0,0
4533884916.0,0
4533884917.0,0
4533884918.0,0
4533884919.0,0
4533884920.0,0
4533884921.0,0
4533884922.0,0
4533884923.0,0
4533884924.0,0
4533884925.0,0
4533884926.0,0
4533884927.0,0
4533884928.0,0
4533884929.0,0
4533884930.0,0
4533884931.0,0
4533884932.0,0
4533884933.0,0
4533884934.0,0
4533884935.0,0
4533884936.0,0
4533884937.0,0
4533884938.0,0
4533884939.0,0
4533884940.0,0
4533884941.0,0
4533884942.0,0
4533884943.0,0
4533884944.0,0
4533884945.0,0
4533884946.0,0
4533884947.0,0
4533884948.0,0
4533884949.0,0
4533884950.0,0
4533884951.0,0
4533884952.0,0
4533884953.0,0
4533884954.0,0
4533884955.0,0
4533884956.0,0
4533884957.0,0
4533884958.0,0
4533884959.0,0
4533884960.0,0
4533884961.0,0
4533884962.0,0
4533884963.0,0
4533884964.0,0
4533884965.0,0
4533884966.0,0
4533884967.0,0
4533884968.0,0
4533884969.0,0
4533884970.0,0
4533884971.0,0
4533884972.0,0
4533884973.0,0
4533884974.0,0
4533884975.0,0
4533884976.0,0
4533884977.0,0
4533884978.0,0
4533884979.0,0
4533884980.0,0
4533884981.0,0
4533884982.0,0
4533884983.0,0
4533884984.0,0
4533884985.0,0
4533884986.0,0
4533884987.0,0
4533884988.0,0
4533884989.0,0
4533884990.0,0
4533884991.0,0
4533884992.0,0
4533884993.0,0
4533884994.0,0
4533884995.0,0
4533884996.0,0
4533884997.0,0
4533884998.0,0
4533884999.0,0
4533885000.0,0
4533885001.0,0
4533885002.0,0
4533885003.0,0
4533885004.0,0
4533885005.0,0
4533885006.0,0
4533885007.0,0
4533885008.0,0
4533885009.0,0
4533885010.0,0
4533885011.0,0
4533885012.0,0
4533885013.0,0
4533885014.0,0
4533885015.0,0
4533885016.0,0
4533885017.0,0
4533885018.0,0
4533885019.0,0
4533885020.0,0
4533885021.0,0
4533885022.0,0
4533885023.0,0
4533885024.0,0
4533885025.0,0
4533885026.0,0
4533885027.0,0
4533885028.0,0
4533885029.0,0
4533885030.0,0
4533885031.0,0
4533885032.0,0
4533885033.0,0
4533885034.0,0
4533885035.0,0
4533885036.0,0
4533885037.0,0
4533885038.0,0
4533885039.0,0
4533885040.0,0
4533885041.0,0
4533885042.0,0
4533885043.0,0
4533885044.0,0
4533885045.0,0
4533885046.0,0
4533885047.0,0
4533885048.0,0
4533885049.0,0
4533885050.0,0
4533885051.0,0
4533885052.0,0
4533885053.0,0
4533885054.0,0
4533885055.0,0
4533885056.0,0
4533885057.0,0
4533885058.0,0
4533885059.0,0
4533885060.0,0
4533885061.0,0
4533885062.0,0
4533885063.0,0
4533885064.0,0
4533885065.0,0
4533885066.0,0
4533885067.0,0
4533885068.0,0
4533885069.0,0
4533885070.0,0
4533885071.0,0
4533885072.0,0
4533885073.0,0
4533885074.0,0
4533885075.0,0
4533885076.0,0
4533885077.0,0
4533885078.0,0
4533885079.0,0
4533885080.0,0
4533885081.0,0
4533885082.0,0
4533885083.0,0
4533885084.0,0
4533885085.0,0
4533885086.0,0
4533885087.0,0
4533885088.0,0
4533885089.0,0
4533885090.0,0
4533885091.0,0
4533885092.0,0
4533885093.0,0
4533885094.0,0
4533885095.0,0
4533885096.0,0
4533885097.0,0
4533885098.0,0
4533885099.0,0
4533885100.0,0
4533885101.0,0
4533885102.0,0
4533885103.0,0
4533885104.0,0
4533885105.0,0
4533885106.0,0
4533885107.0,0
4533885108.0,0
4533885109.0,0
4533885110.0,0
4533885111.0,0
4533885112.0,0
4533885113.0,0
4533885114.0,0
4533885115.0,0
4533885116.0,0
4533885117.0,0
4533885118.0,0
4533885119.0,0
4533885120.0,0
4533885121.0,0
4533885122.0,0
4533885123.0,0
4533885124.0,0
4533885125.0,0
4533885126.0,0
4533885127.0,0
4533885128.0,0
4533885129.0,0
4533885130.0,0
4533885131.0,0
4533885132.0,0
4533885133.0,0
4533885134.0,0
4533885135.0,0
4533885136.0,0
4533885137.0,0
4533885138.0,0
4533885139.0,0
4533885140.0,0
4533885141.0,0
4533885142.0,0
4533885143.0,0
4533885144.0,0
4533885145.0,0
4533885146.0,0
4533885147.0,0
4533885148.0,0
4533885149.0,0
4533885150.0,0
4533885151.0,0
4533885152.0,0
4533885153.0,0
4533885154.0,0
4533885155.0,0
4533885156.0,0
4533885157.0,0
4533885158.0,0
4533885159.0,0
4533885160.0,0
4533885161.0,0
4533885162.0,0
457214937.0,0
457214938.0,0
457214939.0,0
457214940.0,0
457214941.0,0
457214942.0,0
457214943.0,0
457214944.0,0
457214945.0,0
457214946.0,0
457214947.0,0
457214948.0,0
457214949.0,0
457214950.0,0
457214951.0,0
457214952.0,0
457214953.0,0
457214954.0,0
457214955.0,0
457214956.0,0
457214957.0,0
457214958.0,0
457214959.0,0
457214960.0,0
457214961.0,0
457214962.0,0
457214963.0,0
457214964.0,0
457214965.0,0
457214966.0,1
457214967.0,0
457214968.0,0
457214969.0,0
457214970.0,0
457214971.0,1
6756032.0,0
8089203.0,0
255947632.0,0
255947634.0,0
778147127.0,0
921090882.0,0
921090884.0,0
921090886.0,0
921090887.0,0
921090896.0,0
921090903.0,0
921090904.0,0
921090906.0,0
921090907.0,0
921090909.0,0
921090912.0,0
921090928.0,0
921090946.0,0
921091467.0,0
921091723.0,0
921091725.0,0
255947633.0,0
778147101.0,0
778147122.0,0
778147132.0,0
921090873.0,0
921090880.0,0
921090914.0,0
921090919.0,0
921091727.0,0
921091729.0,0
8089200.0,0
778147094.0,0
921091732.0,0
8089201.0,0
1350682914.0,0
1350682925.0,0
1350682927.0,0
1376693187.0,0
1376693194.0,0
1376693198.0,0
1376693227.0,0
1376693242.0,0
1376693247.0,0
1376693259.0,0
1376693269.0,0
1376693294.0,0
1376693321.0,0
1446112221.0,0
1446112272.0,0
1446112285.0,0
1446112404.0,0
1446112450.0,0
1446112468.0,0
1446112562.0,0
1446112570.0,0
1446112601.0,0
1789141112.0,0
2196217211.0,0
2196217212.0,0
2196217213.0,0
3713167228.0,0
3713167229.0,0
3729063929.0,0
3729063930.0,0
3729063931.0,0
3729063981.0,0
3729063982.0,0
3729065880.0,0
3729065881.0,0
3729065882.0,0
3729065883.0,0
3729065890.0,0
3729065891.0,0
3729065893.0,0
3729065894.0,0
921091738.0,0
1350682926.0,0
1350682928.0,0
1350682929.0,0
1350682930.0,0
921091736.0,0
23627667.0,0
78484880.0,0
78484878.0,0
123456479.0,0
123456491.0,0
123456487.0,0
123456488.0,0
131388218.0,0
131388231.0,0
267683469.0,0
367391328.0,0
369083521.0,0
369083530.0,0
369083531.0,0
369083524.0,0
456805831.0,0
456805832.0,0
456805875.0,0
456805897.0,0
123973029.0,0
332765169.0,1
4557054411.0,1
4561236953.0,1
4579236502.0,0
97176323.0,1
4581797090.0,1
4581797090.0,0
4582262822.0,1
4087220912.0,1
4505548816.0,1
3927203451.0,1
4505551231.0,1
4514815187.0,1
795332305.0,1
4523874948.0,0
4523874949.0,0
4523874950.0,0
4523874951.0,0
456111381.0,1
232735267.0,0
232708703.0,0
4532870063.0,0
4532870064.0,0
4532870065.0,0
4532870066.0,0
4532870067.0,0
4532870068.0,0
4532870069.0,0
4532870070.0,0
4532870071.0,0
4532870072.0,0
4532870073.0,0
4532870074.0,0
4532870075.0,0
4532870076.0,0
4532870077.0,0
4532870078.0,0
4532870079.0,0
4532870080.0,0
4532870081.0,0
4532870082.0,0
4532870083.0,0
4532870084.0,0
4532870085.0,0
4532870086.0,0
4532870087.0,0
4532870088.0,0
4532870089.0,0
4532870090.0,0
4532870091.0,0
4532870092.0,0
4532870093.0,0
4532870094.0,0
4532870095.0,0
4532870096.0,0
4532870097.0,0
4532870098.0,0
4532870099.0,0
4532870100.0,0
4532870101.0,0
4532870102.0,0
4532870103.0,0
4532870104.0,0
4532870105.0,0
4532870106.0,0
4532870107.0,0
4532870108.0,0
4532870109.0,0
4532870110.0,0
4532870111.0,0
4532870112.0,0
4532870113.0,0
4532870114.0,0
4532870115.0,0
4532870116.0,0
4532870117.0,0
4532870118.0,0
4532870119.0,0
4532870120.0,0
4532870121.0,0
4532870122.0,0
4532870123.0,0
4532870124.0,0
4532870125.0,0
4532870126.0,0
4532870127.0,0
4532870128.0,0
4532870129.0,0
4532870130.0,0
4532870131.0,0
4532870132.0,0
4532870133.0,0
4532870134.0,0
4532870135.0,0
4532870136.0,0
4532870137.0,0
4532870138.0,0
4532870139.0,0
4532870140.0,0
4532870141.0,0
4532870142.0,0
4532870143.0,0
4532870144.0,0
4532870145.0,0
4532870146.0,0
4532870147.0,0
4532870148.0,0
4532870149.0,0
4532870150.0,0
4532870151.0,0
4532870152.0,0
4532870153.0,0
4532870154.0,0
4532870155.0,0
4532870156.0,0
4532870157.0,0
4532870158.0,0
4532870159.0,0
4532870160.0,0
4532870161.0,0
4532870162.0,0
4532870163.0,0
4532870164.0,0
4532870165.0,0
4532870166.0,0
4532870167.0,0
4532870168.0,0
4532870169.0,0
4532870170.0,0
4532870171.0,0
4532870172.0,0
4532870173.0,0
4532870174.0,0
4532870175.0,0
4532870176.0,0
4532870177.0,0
4532870178.0,0
4532870179.0,0
4532870180.0,0
4532870181.0,0
4532870182.0,0
4532870183.0,0
4532870184.0,0
4532870185.0,0
4532870186.0,0
4532870187.0,0
4532870188.0,0
4532870189.0,0
4532870190.0,0
4532870191.0,0
4532870192.0,0
4532870193.0,0
4532870194.0,0
4532870195.0,0
4532870196.0,0
4532870197.0,0
4532870198.0,0
4532870199.0,0
4532870200.0,0
4532870201.0,0
4532870202.0,0
4532870203.0,0
4532870204.0,0
4532870205.0,0
4532870206.0,0
4532870207.0,0
4532870208.0,0
4532870209.0,0
4532870210.0,0
4532870211.0,0
4532870212.0,0
4532870213.0,0
4532870214.0,0
4532870215.0,0
4532870216.0,0
4532870217.0,0
4532870218.0,0
4532870219.0,0
4532870220.0,0
4532870221.0,0
4532870222.0,0
4532870223.0,0
4532870224.0,0
4532870225.0,0
4532870226.0,0
457085969.0,0
457085970.0,0
457085971.0,0
457085972.0,0
457085973.0,0
457085974.0,0
457085975.0,0
457085976.0,0
457085977.0,0
35735661.0,0
35735668.0,0
35735675.0,0
35735679.0,0
35735691.0,0
35735708.0,1
35735713.0,0
35735735.0,0
35735737.0,0
35735739.0,0
35735742.0,0
35735746.0,0
35735749.0,0
35735751.0,1
35735759.0,0
35735761.0,0
35735764.0,0
35735766.0,0
35735771.0,0
35735772.0,0
35735779.0,0
35735782.0,0
35735784.0,0
35735789.0,0
35735792.0,0
35735800.0,0
35735802.0,0
35735804.0,0
35735927.0,0
35735930.0,0
35735932.0,0
35735948.0,0
35735955.0,0
35735957.0,1
35735961.0,0
35735964.0,0
35735967.0,0
35735973.0,0
35735978.0,1
35735982.0,0
35735987.0,1
35735994.0,0
35735996.0,0
35735998.0,0
35736003.0,0
35736024.0,0
35736027.0,0
35736267.0,0
35736271.0,0
35736275.0,0
35736276.0,0
35736307.0,0
35736309.0,0
35736310.0,0
35736336.0,0
35736339.0,0
35736344.0,0
35736345.0,0
35736346.0,0
35736347.0,0
35736351.0,0
35736352.0,0
35736361.0,0
35736362.0,0
35736365.0,0
35736373.0,0
35736465.0,0
35736469.0,0
35736471.0,0
35736478.0,0
35736479.0,0
35736483.0,1
35736485.0,0
35736490.0,0
35736491.0,0
35736499.0,0
35736503.0,0
35736504.0,0
35736506.0,0
35736513.0,0
35736515.0,0
35736517.0,0
35736529.0,0
35736533.0,1
35736536.0,0
